field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county,County,,text,text,case_constant,county,,,0,green,Y,,,case_dict.county,populate_from_case_dict
location,Location,,text,text,case_constant,location,,,48,orange,Y,,,case_dict.location,populate_from_case_dict
probate_docket_no,Probate Docket No,,text,docket_number,case_constant,docket_no_probate,,,0,green,Y,,,case_dict.docket_no_probate,populate_from_case_dict
district_docket_no,District Docket No,,text,docket_number,case_constant,docket_no_district,,,0,green,Y,,,case_dict.docket_no_district,populate_from_case_dict
adoptee_name,Adoptee Name,,text,person_name,party_attr,adoptee,,,0,green,Y,,,adoptee_record.adoptee,
parent1_q1,Parent1 Q1,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent2_q1,Parent2 Q1,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent1_q2,Parent1 Q2,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent2_q2,Parent2 Q2,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent1_q3,Parent1 Q3,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent2_q3,Parent2 Q3,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent1_q4,Parent1 Q4,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent2_q4,Parent2 Q4,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent1_q5,Parent1 Q5,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent2_q5,Parent2 Q5,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent1_q6,Parent1 Q6,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
parent2_q6,Parent2 Q6,,text,text,narrative_derived,parent_questionnaire_answer,,,5,green,,Y,,llm_over_narrative,
