field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
docket_no,Docket No,W001,text,docket_number,case_constant,docket_no,,,0,green,Y,,,case_dict.docket_no,populate_from_case_dict
county,County,W002,text,text,case_constant,county,,,0,green,Y,,,case_dict.county,populate_from_case_dict
decedent_name,Decedent Name,W003,text,text,case_constant,decedent_name,,,0,green,Y,,,case_dict.decedent_name,populate_from_case_dict
applicant_name,Applicant Name,W004,text,person_name,party_attr,applicant,,,0,green,Y,,,applicant_record.applicant,
applicant_contact,Applicant Contact,W005,text,text,party_attr,applicant_contact,,,0,green,Y,,,applicant_record.applicant_contact,
applicant_interest,Applicant Interest,,select_many,text,narrative_derived,free_text,,,13,green,,Y,,llm_over_narrative,
applicant_interest_other_explain,Applicant Interest Other Explain,W012,text,text,narrative_derived,radio_other_specify,,,5,green,,Y,,llm_over_narrative,
decedent_death_date,Decedent Death Date,W015,text,date,narrative_derived,event_date,,,5,green,,Y,,llm_over_narrative,"date_order(decedent_birth_date, >)"
decedent_birth_date,Decedent Birth Date,W016,text,date,narrative_derived,event_date,,,5,green,,Y,,llm_over_narrative,
decedent_domicile,Decedent Domicile,W017,text,address,narrative_derived,address,,,5,green,,Y,,llm_over_narrative,
heirs_page1_name_1,Heirs Page1 Name 1,W018,text,text,narrative_derived,repeating_slot,heirs_page1,1,20,yellow,,Y,,llm_over_narrative,
heirs_page1_addr_1,Heirs Page1 Addr 1,W019,text,text,narrative_derived,repeating_slot,heirs_page1,1,20,yellow,,Y,,llm_over_narrative,
heirs_page1_dob_1,Heirs Page1 Dob 1,W020,text,text,narrative_derived,repeating_slot,heirs_page1,1,20,yellow,,Y,,llm_over_narrative,
heirs_page1_rel_1,Heirs Page1 Rel 1,W021,text,text,narrative_derived,repeating_slot,heirs_page1,1,20,yellow,,Y,,llm_over_narrative,
heirs_page1_name_2,Heirs Page1 Name 2,W022,text,text,narrative_derived,repeating_slot,heirs_page1,2,20,yellow,,Y,,llm_over_narrative,
heirs_page1_addr_2,Heirs Page1 Addr 2,W023,text,text,narrative_derived,repeating_slot,heirs_page1,2,20,yellow,,Y,,llm_over_narrative,
heirs_page1_dob_2,Heirs Page1 Dob 2,W024,text,text,narrative_derived,repeating_slot,heirs_page1,2,20,yellow,,Y,,llm_over_narrative,
heirs_page1_rel_2,Heirs Page1 Rel 2,W025,text,text,narrative_derived,repeating_slot,heirs_page1,2,20,yellow,,Y,,llm_over_narrative,
heirs_page1_name_3,Heirs Page1 Name 3,W026,text,text,narrative_derived,repeating_slot,heirs_page1,3,20,yellow,,Y,,llm_over_narrative,
heirs_page1_addr_3,Heirs Page1 Addr 3,W027,text,text,narrative_derived,repeating_slot,heirs_page1,3,20,yellow,,Y,,llm_over_narrative,
heirs_page1_dob_3,Heirs Page1 Dob 3,W028,text,text,narrative_derived,repeating_slot,heirs_page1,3,48,orange,,Y,,llm_over_narrative,
heirs_page1_rel_3,Heirs Page1 Rel 3,W029,text,text,narrative_derived,repeating_slot,heirs_page1,3,20,yellow,,Y,,llm_over_narrative,
heirs_page2_name_1,Heirs Page2 Name 1,W030,text,text,narrative_derived,repeating_slot,heirs_page2,1,20,yellow,,Y,,llm_over_narrative,
heirs_page2_addr_1,Heirs Page2 Addr 1,W031,text,text,narrative_derived,repeating_slot,heirs_page2,1,20,yellow,,Y,,llm_over_narrative,
heirs_page2_dob_1,Heirs Page2 Dob 1,W032,text,text,narrative_derived,repeating_slot,heirs_page2,1,20,yellow,,Y,,llm_over_narrative,
heirs_page2_rel_1,Heirs Page2 Rel 1,W033,text,text,narrative_derived,repeating_slot,heirs_page2,1,20,yellow,,Y,,llm_over_narrative,
heirs_page2_name_2,Heirs Page2 Name 2,W034,text,text,narrative_derived,repeating_slot,heirs_page2,2,20,yellow,,Y,,llm_over_narrative,
heirs_page2_addr_2,Heirs Page2 Addr 2,W035,text,text,narrative_derived,repeating_slot,heirs_page2,2,20,yellow,,Y,,llm_over_narrative,
heirs_page2_dob_2,Heirs Page2 Dob 2,W036,text,text,narrative_derived,repeating_slot,heirs_page2,2,20,yellow,,Y,,llm_over_narrative,
heirs_page2_rel_2,Heirs Page2 Rel 2,W037,text,text,narrative_derived,repeating_slot,heirs_page2,2,20,yellow,,Y,,llm_over_narrative,
heirs_page2_name_3,Heirs Page2 Name 3,W038,text,text,narrative_derived,repeating_slot,heirs_page2,3,20,yellow,,Y,,llm_over_narrative,
heirs_page2_addr_3,Heirs Page2 Addr 3,W039,text,text,narrative_derived,repeating_slot,heirs_page2,3,20,yellow,,Y,,llm_over_narrative,
heirs_page2_dob_3,Heirs Page2 Dob 3,W040,text,text,narrative_derived,repeating_slot,heirs_page2,3,20,yellow,,Y,,llm_over_narrative,
heirs_page2_rel_3,Heirs Page2 Rel 3,W041,text,text,narrative_derived,repeating_slot,heirs_page2,3,20,yellow,,Y,,llm_over_narrative,
heirs_page2_name_4,Heirs Page2 Name 4,W042,text,text,narrative_derived,repeating_slot,heirs_page2,4,20,yellow,,Y,,llm_over_narrative,
heirs_page2_addr_4,Heirs Page2 Addr 4,W043,text,text,narrative_derived,repeating_slot,heirs_page2,4,28,yellow,,Y,,llm_over_narrative,
heirs_page2_dob_4,Heirs Page2 Dob 4,W044,text,text,narrative_derived,repeating_slot,heirs_page2,4,20,yellow,,Y,,llm_over_narrative,
heirs_page2_rel_4,Heirs Page2 Rel 4,W045,text,text,narrative_derived,repeating_slot,heirs_page2,4,20,yellow,,Y,,llm_over_narrative,
heirs_page2_name_5,Heirs Page2 Name 5,W046,text,text,narrative_derived,repeating_slot,heirs_page2,5,20,yellow,,Y,,llm_over_narrative,
heirs_page2_addr_5,Heirs Page2 Addr 5,W047,text,text,narrative_derived,repeating_slot,heirs_page2,5,20,yellow,,Y,,llm_over_narrative,
heirs_page2_dob_5,Heirs Page2 Dob 5,W048,text,text,narrative_derived,repeating_slot,heirs_page2,5,20,yellow,,Y,,llm_over_narrative,
heirs_page2_rel_5,Heirs Page2 Rel 5,W049,text,text,narrative_derived,repeating_slot,heirs_page2,5,20,yellow,,Y,,llm_over_narrative,
heirs_page2_name_6,Heirs Page2 Name 6,W050,text,text,narrative_derived,repeating_slot,heirs_page2,6,20,yellow,,Y,,llm_over_narrative,
heirs_page2_addr_6,Heirs Page2 Addr 6,W051,text,text,narrative_derived,repeating_slot,heirs_page2,6,20,yellow,,Y,,llm_over_narrative,
heirs_page2_dob_6,Heirs Page2 Dob 6,W052,text,text,narrative_derived,repeating_slot,heirs_page2,6,20,yellow,,Y,,llm_over_narrative,
heirs_page2_rel_6,Heirs Page2 Rel 6,W053,text,text,narrative_derived,repeating_slot,heirs_page2,6,20,yellow,,Y,,llm_over_narrative,
non_registered_partner,Non Registered Partner,,select_one,checkbox,legal_choice,yes_no,,,20,yellow,,,Y,human_decision,"value_in(yes, no)"
devisees_name_1,Devisees Name 1,W056,text,text,narrative_derived,repeating_slot,devisees,1,20,yellow,,Y,,llm_over_narrative,
devisees_addr_1,Devisees Addr 1,W057,text,text,narrative_derived,repeating_slot,devisees,1,20,yellow,,Y,,llm_over_narrative,
devisees_name_2,Devisees Name 2,W058,text,text,narrative_derived,repeating_slot,devisees,2,20,yellow,,Y,,llm_over_narrative,
devisees_addr_2,Devisees Addr 2,W059,text,text,narrative_derived,repeating_slot,devisees,2,20,yellow,,Y,,llm_over_narrative,
devisees_name_3,Devisees Name 3,W060,text,text,narrative_derived,repeating_slot,devisees,3,20,yellow,,Y,,llm_over_narrative,
devisees_addr_3,Devisees Addr 3,W061,text,text,narrative_derived,repeating_slot,devisees,3,20,yellow,,Y,,llm_over_narrative,
devisees_name_4,Devisees Name 4,W062,text,text,narrative_derived,repeating_slot,devisees,4,20,yellow,,Y,,llm_over_narrative,
devisees_addr_4,Devisees Addr 4,W063,text,text,narrative_derived,repeating_slot,devisees,4,20,yellow,,Y,,llm_over_narrative,
devisees_name_5,Devisees Name 5,W064,text,text,narrative_derived,repeating_slot,devisees,5,20,yellow,,Y,,llm_over_narrative,
devisees_addr_5,Devisees Addr 5,W065,text,text,narrative_derived,repeating_slot,devisees,5,20,yellow,,Y,,llm_over_narrative,
devisees_name_6,Devisees Name 6,W066,text,text,narrative_derived,repeating_slot,devisees,6,20,yellow,,Y,,llm_over_narrative,
devisees_addr_6,Devisees Addr 6,W067,text,text,narrative_derived,repeating_slot,devisees,6,20,yellow,,Y,,llm_over_narrative,
real_estate_maine,Real Estate Maine,,select_one,checkbox,legal_choice,yes_no,,,20,yellow,,,Y,human_decision,"value_in(yes, no)"
residuary_real_estate,Residuary Real Estate,,select_one,checkbox,legal_choice,yes_no,,,20,yellow,,,Y,human_decision,"value_in(yes, no)"
