field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
change_in_dwelling,Change In Dwelling,,enabler,checkbox,legal_choice,section_header,,,60,orange,,,Y,human_decision,
change_in_dwelling_individual_name,Change In Dwelling Individual Name,W020,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
change_in_dwelling_new_address,Change In Dwelling New Address,W022,text,address,narrative_derived,conditional_section_child,,,29,yellow,,Y,,llm_over_narrative,
change_in_dwelling_nature_of_dwelling,Change In Dwelling Nature Of Dwelling,W023,text,text,narrative_derived,conditional_section_child,,,29,yellow,,Y,,llm_over_narrative,
change_in_dwelling_notified_person,Change In Dwelling Notified Person,W025,text,text,narrative_derived,conditional_section_child,,,37,orange,,Y,,llm_over_narrative,
change_in_dwelling_advance_notice,Change In Dwelling Advance Notice,,select_one,text,narrative_derived,yes_no,,,29,yellow,,Y,,llm_over_narrative,"value_in(yes, no)"
change_in_dwelling_objection,Change In Dwelling Objection,,select_one,text,narrative_derived,yes_no,,,29,yellow,,Y,,llm_over_narrative,"value_in(yes, no)"
sale_or_surrender_of_dwelling,Sale Or Surrender Of Dwelling,,enabler,checkbox,legal_choice,section_header,,,60,orange,,,Y,human_decision,
sale_or_surrender_of_dwelling_individual_name,Sale Or Surrender Of Dwelling Individual Name,W031,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
sale_or_surrender_of_dwelling_sale_date,Sale Or Surrender Of Dwelling Sale Date,W032,text,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
sale_or_surrender_of_dwelling_surrender_date,Sale Or Surrender Of Dwelling Surrender Date,W033,text,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
restrictions_on_contact,Restrictions On Contact,,enabler,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
restrictions_on_contact_restricted_person,Restrictions On Contact Restricted Person,W035,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
restrictions_on_contact_individual_name,Restrictions On Contact Individual Name,W036,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
restrictions_on_contact_effective_date,Restrictions On Contact Effective Date,W037,text,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
restrictions_on_contact_restrictions_description,Restrictions On Contact Restrictions Description,W039,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
restrictions_on_contact_court_contact_info,Restrictions On Contact Court Contact Info,W044,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
revised_guardianship_plan_filed,Revised Guardianship Plan Filed,,enabler,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
revised_guardianship_plan_filed_filing_date,Revised Guardianship Plan Filed Filing Date,W046,text,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
revised_guardianship_plan_filed_court_address,Revised Guardianship Plan Filed Court Address,W047,text,address,other,unclassified,,,30,yellow,,Y,Y,triage,
revised_guardianship_plan_approved,Revised Guardianship Plan Approved,,enabler,checkbox,legal_choice,section_header,,,20,yellow,,,Y,human_decision,
revised_guardianship_plan_approved_approval_date,Revised Guardianship Plan Approved Approval Date,W049,text,date,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
interim_annual_report,Interim Annual Report,,enabler,checkbox,legal_choice,section_header,,,60,orange,,,Y,human_decision,
interim_annual_report_type,Interim Annual Report Type,,select_one,checkbox,legal_choice,interim_annual_report_type,,,20,yellow,,,Y,human_decision,
revised_conservatorship_plan_filed,Revised Conservatorship Plan Filed,,enabler,text,narrative_derived,free_text,,,45,orange,,Y,,llm_over_narrative,
revised_conservatorship_plan_filed_filing_date,Revised Conservatorship Plan Filed Filing Date,W053,text,date,narrative_derived,free_text,,,45,orange,,Y,,llm_over_narrative,
revised_conservatorship_plan_filed_court_address,Revised Conservatorship Plan Filed Court Address,W055,text,address,other,unclassified,,,70,red,,Y,Y,triage,
revised_conservatorship_plan_approved,Revised Conservatorship Plan Approved,,enabler,checkbox,legal_choice,section_header,,,60,orange,,,Y,human_decision,
revised_conservatorship_plan_approved_approval_date,Revised Conservatorship Plan Approved Approval Date,W057,text,date,narrative_derived,conditional_section_child,,,45,orange,,Y,,llm_over_narrative,
inventory_filed,Inventory Filed,,enabler,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
inventory_filed_filing_date,Inventory Filed Filing Date,W059,text,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
inventory_filed_court_name,Inventory Filed Court Name,W060,text,text,other,unclassified,,,30,yellow,,Y,Y,triage,
inventory_filed_court_address,Inventory Filed Court Address,W061,text,address,other,unclassified,,,30,yellow,,Y,Y,triage,
conservators_report_and_accounting,Conservators Report And Accounting,,enabler,checkbox,legal_choice,section_header,,,52,orange,,,Y,human_decision,
conservators_report_and_accounting_filing_date,Conservators Report And Accounting Filing Date,W063,text,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
conservators_report_and_accounting_court_name,Conservators Report And Accounting Court Name,W064,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
conservators_report_and_accounting_court_address,Conservators Report And Accounting Court Address,W065,text,address,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
other_notice,Other Notice,,enabler,checkbox,legal_choice,section_header,,,100,red,,,Y,human_decision,
other_notice_description,Other Notice Description,W068,text,text,narrative_derived,free_text,,,97,red,,Y,,llm_over_narrative,
persons_notified,Persons Notified,W072,text,text,narrative_derived,free_text,,,25,yellow,,Y,,llm_over_narrative,
date_signed,Date Signed,W083,text,signature,signature,date_signed,,,25,yellow,,,Y,wet_ink,
signature,Signature,W084,text,signature,signature,signature,,,5,green,,,Y,wet_ink,
role,Role,,select_many,text,party_attr,filer_role,,,0,green,Y,,,filer_record.filer_role,
