field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county_name,County Name,W001,text,text,case_constant,county_name,,,0,green,Y,,,case_dict.county_name,populate_from_case_dict
docket_number,Docket Number,W002,text,docket_number,case_constant,docket_number,,,0,green,Y,,,case_dict.docket_number,populate_from_case_dict
in_re,In Re,W003,text,text,case_constant,in_re,,,8,green,Y,,,case_dict.in_re,populate_from_case_dict
appointment_of_guardian,Appointment Of Guardian,,enabler,checkbox,legal_choice,section_header,,,20,yellow,,,Y,human_decision,
appointment_of_guardian_court_name,Appointment Of Guardian Court Name,W004,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
appointment_of_guardian_order_date,Appointment Of Guardian Order Date,W006,text,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
appointment_of_guardian_guardian_name,Appointment Of Guardian Guardian Name,W007,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
appointment_of_guardian_individual_name,Appointment Of Guardian Individual Name,W008,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
appointment_of_conservator,Appointment Of Conservator,,enabler,checkbox,legal_choice,section_header,,,20,yellow,,,Y,human_decision,
appointment_of_conservator_court_name,Appointment Of Conservator Court Name,W010,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
appointment_of_conservator_order_date,Appointment Of Conservator Order Date,W011,text,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
appointment_of_conservator_conservator_name,Appointment Of Conservator Conservator Name,W012,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
appointment_of_conservator_individual_name,Appointment Of Conservator Individual Name,W013,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
change_in_permanent_dwelling,Change In Permanent Dwelling,,enabler,checkbox,legal_choice,section_header,,,20,yellow,,,Y,human_decision,
change_in_permanent_dwelling_individual_name,Change In Permanent Dwelling Individual Name,W015,text,text,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
change_in_permanent_dwelling_new_address,Change In Permanent Dwelling New Address,W016,text,address,narrative_derived,conditional_section_child,,,5,green,,Y,,llm_over_narrative,
change_in_permanent_dwelling_nature_of_dwelling,Change In Permanent Dwelling Nature Of Dwelling,W017,text,text,narrative_derived,conditional_section_child,,,25,yellow,,Y,,llm_over_narrative,
change_in_permanent_dwelling_reason_for_change,Change In Permanent Dwelling Reason For Change,W018,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
