field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county,County,W001,text,text,case_constant,county,,,0,green,Y,,,case_dict.county,populate_from_case_dict
docket_no,Docket No,W002,text,docket_number,case_constant,docket_no,,,0,green,Y,,,case_dict.docket_no,populate_from_case_dict
respondent_name,Respondent Name,W003,text,person_name,party_attr,respondent,,,0,green,Y,,,respondent_record.respondent,
petition_type,Petition Type,,select_one,checkbox,legal_choice,petition_type,,,20,yellow,,,Y,human_decision,
petitioner_info,Petitioner Info,W006,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
petitioner_relationship,Petitioner Relationship,W007,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
nominee_info,Nominee Info,W008,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
respondent_location,Respondent Location,W009,text,text,narrative_derived,free_text,,,13,green,,Y,,llm_over_narrative,
nominee_relationship,Nominee Relationship,W010,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
notify_person_1_name,Notify Person 1 Name,W011,text,text,narrative_derived,repeating_slot,notify_person,1,20,yellow,,Y,,llm_over_narrative,
notify_person_1_address,Notify Person 1 Address,W012,text,address,narrative_derived,repeating_slot,notify_person,1,20,yellow,,Y,,llm_over_narrative,
notify_person_1_relationship,Notify Person 1 Relationship,W013,text,text,narrative_derived,repeating_slot,notify_person,1,40,orange,,Y,,llm_over_narrative,
notify_person_2_name,Notify Person 2 Name,W014,text,text,narrative_derived,repeating_slot,notify_person,2,20,yellow,,Y,,llm_over_narrative,
notify_person_2_address,Notify Person 2 Address,W015,text,address,narrative_derived,repeating_slot,notify_person,2,20,yellow,,Y,,llm_over_narrative,
notify_person_2_relationship,Notify Person 2 Relationship,W016,text,text,narrative_derived,repeating_slot,notify_person,2,20,yellow,,Y,,llm_over_narrative,
notify_person_3_name,Notify Person 3 Name,W017,text,text,narrative_derived,repeating_slot,notify_person,3,20,yellow,,Y,,llm_over_narrative,
notify_person_3_address,Notify Person 3 Address,W018,text,address,narrative_derived,repeating_slot,notify_person,3,20,yellow,,Y,,llm_over_narrative,
notify_person_3_relationship,Notify Person 3 Relationship,W019,text,text,narrative_derived,repeating_slot,notify_person,3,20,yellow,,Y,,llm_over_narrative,
notify_person_4_name,Notify Person 4 Name,W020,text,text,narrative_derived,repeating_slot,notify_person,4,20,yellow,,Y,,llm_over_narrative,
notify_person_4_address,Notify Person 4 Address,W021,text,address,narrative_derived,repeating_slot,notify_person,4,20,yellow,,Y,,llm_over_narrative,
notify_person_4_relationship,Notify Person 4 Relationship,W022,text,text,narrative_derived,repeating_slot,notify_person,4,100,red,,Y,,llm_over_narrative,
notify_person_5_name,Notify Person 5 Name,W023,text,text,narrative_derived,repeating_slot,notify_person,5,100,red,,Y,,llm_over_narrative,
notify_person_5_address,Notify Person 5 Address,W024,text,address,narrative_derived,repeating_slot,notify_person,5,100,red,,Y,,llm_over_narrative,
notify_person_5_relationship,Notify Person 5 Relationship,W025,text,text,narrative_derived,repeating_slot,notify_person,5,100,red,,Y,,llm_over_narrative,
notify_person_6_name,Notify Person 6 Name,W026,text,text,narrative_derived,repeating_slot,notify_person,6,100,red,,Y,,llm_over_narrative,
notify_person_6_address,Notify Person 6 Address,W027,text,address,narrative_derived,repeating_slot,notify_person,6,100,red,,Y,,llm_over_narrative,
notify_person_6_relationship,Notify Person 6 Relationship,W028,text,text,narrative_derived,repeating_slot,notify_person,6,100,red,,Y,,llm_over_narrative,
notify_person_7_name,Notify Person 7 Name,W029,text,text,narrative_derived,repeating_slot,notify_person,7,88,red,,Y,,llm_over_narrative,
notify_person_7_address,Notify Person 7 Address,W030,text,address,narrative_derived,repeating_slot,notify_person,7,48,orange,,Y,,llm_over_narrative,
notify_person_7_relationship,Notify Person 7 Relationship,W031,text,text,narrative_derived,repeating_slot,notify_person,7,88,red,,Y,,llm_over_narrative,
notify_person_8_name,Notify Person 8 Name,W032,text,text,narrative_derived,repeating_slot,notify_person,8,20,yellow,,Y,,llm_over_narrative,
