field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county_probate_court,COUNTY PROBATE COURT DOCKET NO.,W001,text,entity_name,case_constant,county_probate_court,,,24,yellow,Y,,,case_dict.county_probate_court,populate_from_case_dict
docket_number,Docket Number,,text,docket_number,case_constant,docket_number,,,0,green,Y,,,case_dict.docket_number,populate_from_case_dict
respondent_name,In re: Respondent,W003,text,text,party_attr,respondent,,,0,green,Y,,,respondent_record.respondent,
nature_of_proceeding,Nature Of Proceeding,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
nature_of_proceeding_other,Other (specify),W008,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
visitor_contact_info,"Visitor's name, address and telephone number",W009,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
report_filed_by_date,Report MUST be filed by,W010,date,date,narrative_derived,free_text,,,17,yellow,,Y,,llm_over_narrative,
respondent_identifying_info,"Name, Current address, Birthdate and Birthplace of Respondent",W011,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
respondent_marital_status,"Marital Status of Respondent and name of spouse, if any",W012,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
respondent_children_relatives,"Names, addresses and ages of living children and, if none, of the closest living adult relatives",W013,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
visitation_dates_places,Date(s) and place(s) of visitation,W014,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
persons_interviewed,Person(s) interviewed,W015,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
physical_description,Physical description of Respondent,W016,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
dwelling_description,Description of the current dwelling of the Respondent and any proposed dwellings,W017,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
communication_level,Level of communication of Respondent,W018,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
background_info,Information pertaining to Respondent's background,W019,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
attitude_understanding,Respondent's attitude and understanding of the pending proceedings,W020,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
contest_proceedings,Contest Proceedings,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
contest_proceedings_explanation,"If yes, please explain",W023,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
recommend_attorney,Recommend Attorney,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
recommend_attorney_explanation,Explanation,W026,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
medical_conditions,"Respondent's medical conditions, cognitive functioning, everyday functioning, preferences, values",W027,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
medical_condition_detail,Medical Condition: Describe the Respondent's current diagnoses...,W028,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
cognition_detail,Cognition: Describe any cognitive functioning component...,W029,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
functional_abilities_detail,Functional Abilities: Describe the Respondent's everyday functioning abilities and limitations,W031,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
values_detail,Values: Describe how protection may be made consistent with the Respondent's values...,W032,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
risk_detail,Risk(s): Describe the risk of harm to the Respondent's person...,W033,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
enhancements_detail,Enhancements: Describe those means that may be used to enhance the Respondent's functional capacity...,W035,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
self_care_tasks,Describe the self-care and independent living tasks the Respondent is able to manage...,W036,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
guardianship_recommendations,Recommendations regarding the appropriateness of guardianship...,W037,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
proposed_guardian_qualifications,What are the qualifications of the proposed guardian and does the Respondent approve or disapprove...,W038,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
dwelling_needs,Dwelling Needs,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
further_evaluation,Further Evaluation,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
further_evaluation_explanation,"If yes, please explain",W043,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
attend_hearing_ability,Attend Hearing Ability,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
attend_hearing_ability_explanation,"If no, please explain",W046,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
wish_to_attend_hearing,Wish To Attend Hearing,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
wish_to_attend_hearing_explanation,Explanation,W049,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
participate_hearing_ability,Participate Hearing Ability,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
participate_hearing_ability_explanation,"If no, please explain. Identify any technology or other form of support...",W052,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
conservatorship_appropriateness,Conservatorship Appropriateness,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
conservatorship_alternative,"If so, identify the less restrictive alternative",W055,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
financial_functioning,"Describe the Respondent's financial functioning, financial preferences and independent financial tasks...",W056,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
conservatorship_scope,Conservatorship Scope,,select_one,checkbox,legal_choice,conservatorship_scope,,,20,yellow,,,Y,human_decision,
conservatorship_scope_explanation,Explanation,W059,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
limited_conservatorship_powers,"If a limited conservatorship is recommended, the powers to be granted to the conservator and the property that should be placed under the conservator's control",W060,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
proposed_conservator_qualifications,What are the qualifications of the proposed conservator and does the Respondent approve or disapprove...,W061,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
challenge_conservatorship,Challenge Conservatorship,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
challenge_conservatorship_explanation,"If yes, please explain",W064,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
other_matters,Other Matters,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
other_matters_explanation,"If yes, please explain",W067,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
visitor_dated,Dated,W068,date,date,signature,visitor_dated,,,5,green,,,Y,wet_ink,
visitor_signature,Visitor Signature,W069,text,signature,signature,visitor_signature,,,5,green,,,Y,wet_ink,
date_filed,Date filed,W070,date,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
register_of_probate_signature,Register of Probate,W071,text,signature,signature,register_of_probate_signature,,,5,green,,,Y,wet_ink,
