field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county_name,County Name,W001,text,text,case_constant,county_name,,,0,green,Y,,,case_dict.county_name,populate_from_case_dict
docket_no,Docket No,W002,text,docket_number,case_constant,docket_no,,,0,green,Y,,,case_dict.docket_no,populate_from_case_dict
name_of_adoptee,Name Of Adoptee,W003,text,text,party_attr,name_of_other,,,0,green,Y,,,name_of_other_record.name_of_other,
petitioner_full_name_address_phone,Petitioner Full Name Address Phone,W005,text,text,party_attr,petitioner,,,0,green,Y,,,petitioner_record.petitioner,
petitioner_legal_residence,Petitioner Legal Residence,W006,text,text,party_attr,petitioner,,,0,green,Y,,,petitioner_record.petitioner,
petitioner_date_of_birth,Petitioner Date Of Birth,W007,text,text,party_attr,petitioner,,,0,green,Y,,,petitioner_record.petitioner,
adoptee_date_of_birth,Adoptee Date Of Birth,W007,text,date,party_attr,date_of_birth,,,0,green,Y,,,adoptee_record.date_of_birth,
adoptee_other_names,Adoptee Other Names,W008,text,text,party_attr,adoptee,,,0,green,Y,,,adoptee_record.adoptee,
adoptee_birth_name,Adoptee Birth Name,W008,text,text,party_attr,birth_name,,,0,green,Y,,,adoptee_record.birth_name,
adoptee_place_of_birth,Adoptee Place Of Birth,W008,text,text,party_attr,place_of_birth,,,0,green,Y,,,adoptee_record.place_of_birth,
adoptee_residence,Adoptee Residence,W009,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
name_of_adoptee_in_decree,Name Of Adoptee In Decree,W011,text,text,party_attr,name_of_other,,,0,green,Y,,,name_of_other_record.name_of_other,
date_of_decree,Date Of Decree,W012,date,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
name_of_foreign_country,Name Of Foreign Country,W013,text,text,party_attr,name_of_other,,,0,green,Y,,,name_of_other_record.name_of_other,
name_and_location_of_court,Name And Location Of Court,W014,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
name_of_adoptee_under_laws,Name Of Adoptee Under Laws,W015,text,text,party_attr,name_of_other,,,0,green,Y,,,name_of_other_record.name_of_other,
change_of_name_requested,Change Of Name Requested,,select_one,checkbox,legal_choice,change_of_name_requested,,,20,yellow,,,Y,human_decision,
adoptee_new_name,Adoptee New Name,W018,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
petitioner_signature_date_1,Petitioner Signature Date 1,W019,date,date,signature,petitioner_signature_date_1,petitioner_signature,1,20,yellow,,,Y,wet_ink,
petitioner_signature_1,Petitioner Signature 1,W020,text,signature,signature,petitioner_signature_1,petitioner,1,28,yellow,,,Y,wet_ink,
petitioner_signature_date_2,Petitioner Signature Date 2,W021,date,date,signature,petitioner_signature_date_2,petitioner_signature,2,20,yellow,,,Y,wet_ink,
petitioner_signature_2,Petitioner Signature 2,W022,text,signature,signature,petitioner_signature_2,petitioner,2,20,yellow,,,Y,wet_ink,
date_of_affidavit,Date Of Affidavit,W023,date,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
county_of_affidavit,County Of Affidavit,W024,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
name_of_appearer,Name Of Appearer,W025,text,text,party_attr,name_of_other,,,0,green,Y,,,name_of_other_record.name_of_other,
notary_signature,Notary Signature,W026,text,signature,signature,notary_signature,,,5,green,,,Y,wet_ink,
notary_print_name,Notary Print Name,W027,text,text,party_attr,notary,,,0,green,Y,,,notary_record.notary,
attorney_name,Attorney Name,W028,text,person_name,party_attr,attorney,,,0,green,Y,,,attorney_record.attorney,
attorney_address,Attorney Address,W029,text,address,party_attr,attorney,,,0,green,Y,,,attorney_record.attorney,
attorney_phone,Attorney Phone,W031,text,phone,party_attr,attorney,,,0,green,Y,,,attorney_record.attorney,
attorney_bar_number,Attorney Bar Number,W032,text,bar_number,party_attr,attorney,,,0,green,Y,,,attorney_record.attorney,
